VB: Vanguard Small Cap ETF
Inception Date: 2004-01-30
Fund Holdings as of: 2018-03-23
Total Assets Under Management (in thousands):	21802537
Shares Outstanding: 148115000
Expense Ratio: 0.06%
Tracks This Index: CRSP US Small Cap Index
ETFdb.com Category: Small Cap Growth Equities
Issuer: Vanguard
Structure: ETF
ETF Home Page: http://etfdb.com/etf/VB


Holding,Symbol,Weighting
Penn National Gaming Inc,PENN,0.0615%
Spectrum Brands Holdings Inc,SPB,0.0615%
Pitney Bowes Inc,PBI,0.0614%
Kemper Corp,KMPR,0.0614%
Meredith Corp,MDP,0.0614%
South Jersey Industries Inc,SJI,0.0614%
Watts Water Technologies Inc,WTS,0.0612%
Medicines Co,MDCO,0.0611%
United Natural Foods Inc,UNFI,0.061%
TreeHouse Foods Inc,THS,0.061%
Financial Engines Inc,FNGN,0.0608%
U.S. Silica Holdings Inc,SLCA,0.0608%
Silgan Holdings Inc,SLGN,0.0608%
PS Business Parks Inc,PSB,0.0606%
Urban Edge Properties,UE,0.0606%
Inogen Inc,INGN,0.0606%
Gardner Denver Holdings Inc,GDI,0.0605%
SM Energy Co,SM,0.0602%
Platform Specialty Products Corp,PAH,0.0602%
Ironwood Pharmaceuticals Inc,IRWD,0.0601%
Michaels Companies Inc,MIK,0.06%
Pegasystems Inc,PEGA,0.06%
Merit Medical Systems Inc,MMSI,0.06%
Xenia Hotels & Resorts Inc,XHR,0.06%
Allegiant Travel Co,ALGT,0.06%
Ensco PLC,ESV,0.0599%
Liberty Expedia Holdings Inc,LEXEA,0.0598%
Anixter International Inc,AXE,0.0598%
Cornerstone OnDemand Inc,CSOD,0.0597%
Tanger Factory Outlet Centers Inc,SKT,0.0595%
Washington Real Estate Investment Trust,WRE,0.0595%
DDR Corp,DDR,0.0595%
Mercury Systems Inc,MRCY,0.0594%
Wright Medical Group NV,WMGI,0.0592%
Convergys Corp,CVG,0.0589%
Aerie Pharmaceuticals Inc,AERI,0.0588%
Compass Minerals International Inc,CMP,0.0586%
Red Rock Resorts Inc,RRR,0.0586%
Tempur Sealy International Inc,TPX,0.0586%
J & J Snack Foods Corp,JJSF,0.0585%
Plexus Corp,PLXS,0.0585%
Cloudera Inc,CLDR,0.0584%
First Merchants Corp,FRME,0.0584%
Vector Group Ltd,VGR,0.0584%
Myriad Genetics Inc,MYGN,0.0583%
Acadia Realty Trust,AKR,0.0582%
El Paso Electric Co,EE,0.0582%
SPX FLOW Inc,FLOW,0.0581%
Carpenter Technology Corp,CRS,0.058%
Arena Pharmaceuticals Inc,ARNA,0.058%
DiamondRock Hospitality Co,DRH,0.058%
Spark Therapeutics Inc,ONCE,0.0577%
Tupperware Brands Corp,TUP,0.0576%
Trustmark Corp,TRMK,0.0576%
Portola Pharmaceuticals Inc,PTLA,0.0576%
Cleveland-Cliffs Inc,CLF,0.0575%
Exponent Inc,EXPO,0.0574%
Sally Beauty Holdings Inc,SBH,0.0568%
Enstar Group Ltd,ESGR,0.0568%
Ferro Corp,FOE,0.0567%
Bloomin' Brands Inc,BLMN,0.0567%
GCP Applied Technologies Inc,GCP,0.0566%
TriNet Group Inc,TNET,0.0565%
EchoStar Corp,SATS,0.0564%
Cheesecake Factory Inc,CAKE,0.0563%
Mobile Mini Inc,MINI,0.0562%
Moelis & Co,MC,0.0562%
Renasant Corp,RNST,0.0559%
Eagle Bancorp Inc,EGBN,0.0558%
LegacyTexas Financial Group Inc,LTXB,0.0558%
Independent Bank Corp,INDB,0.0557%
Arch Coal Inc,ARCH,0.0556%
Power Integrations Inc,POWI,0.0555%
McDermott International Inc,MDR,0.0552%
Oceaneering International Inc,OII,0.0551%
Cars.com Inc,CARS,0.0551%
American States Water Co,AWR,0.055%
Select Medical Holdings Corp,SEM,0.055%
Retail Opportunity Investments Corp,ROIC,0.0549%
Ameris Bancorp,ABCB,0.0549%
LifePoint Health Inc,LPNT,0.0548%
Dynegy Inc,DYN,0.0547%
MGE Energy Inc,MGEE,0.0544%
Meritor Inc,MTOR,0.0543%
Finisar Corp,FNSR,0.0541%
Universal Forest Products Inc,UFPI,0.054%
Brooks Automation Inc,BRKS,0.0539%
Aerojet Rocketdyne Holdings Inc,AJRD,0.0539%
Eldorado Resorts Inc,ERI,0.0537%
Herman Miller Inc,MLHR,0.0536%
Plantronics Inc,PLT,0.0535%
Progress Software Corp,PRGS,0.0532%
Argo Group International Holdings Ltd,AGII,0.053%
Towne Bank,TOWN,0.0529%
Invesco Mortgage Capital Inc,IVR,0.0527%
Quaker Chemical Corp,KWR,0.0527%
Groupon Inc,GRPN,0.0526%
Big Lots Inc,BIG,0.0525%
Weight Watchers International Inc,WTW,0.0524%
ServisFirst Bancshares Inc,SFBS,0.0524%
Exlservice Holdings Inc,EXLS,0.0522%
Albany International Corp,AIN,0.052%
iRobot Corp,IRBT,0.0517%
Coupa Software Inc,COUP,0.0516%
Verifone Systems Inc,PAY,0.0516%
Integer Holdings Corp,ITGR,0.0516%
Patterson Companies Inc,PDCO,0.0515%
Prestige Brands Holdings Inc,PBH,0.0514%
Sanmina Corp,SANM,0.0513%
Chart Industries Inc,GTLS,0.0512%
Terreno Realty Corp,TRNO,0.0512%
HRG Group Inc,HRG,0.0512%
Banner Corp,BANR,0.051%
Amedisys Inc,AMED,0.051%
WageWorks Inc,WAGE,0.0508%
Schneider National Inc,SNDR,0.0508%
Worthington Industries Inc,WOR,0.0508%
Dril-Quip Inc,DRQ,0.0505%
FTI Consulting Inc,FCN,0.0505%
Quality Care Properties Inc,QCP,0.0505%
Hawaiian Holdings Inc,HA,0.0503%
WesBanco Inc,WSBC,0.0502%
Covanta Holding Corp,CVA,0.05%
Harsco Corp,HSC,0.0499%
Akorn Inc,AKRX,0.0499%
Santander Consumer USA Holdings Inc,SC,0.0498%
WD-40 Co,WDFC,0.0498%
California Water Service Group,CWT,0.0498%
Meritage Homes Corp,MTH,0.0497%
Innospec Inc,IOSP,0.0497%
Dave & Buster's Entertainment Inc,PLAY,0.0496%
Dorman Products Inc,DORM,0.0496%
Cogent Communications Holdings Inc,CCOI,0.0496%
HFF Inc,HF,0.0495%
Horace Mann Educators Corp,HMN,0.0494%
Floor & Decor Holdings Inc,FND,0.0494%
Otter Tail Corp,OTTR,0.0494%
Premier Inc,PINC,0.0493%
B&G Foods Inc,BGS,0.0491%
Shenandoah Telecommunications Co,SHEN,0.0487%
Mueller Water Products Inc,MWA,0.0487%
Masonite International Corp,DOOR,0.0486%
Cambrex Corp,CBM,0.0485%
NETGEAR Inc,NTGR,0.0485%
Kaman Corp,KAMN,0.0485%
Brady Corp,BRC,0.0485%
Lexington Realty Trust,LXP,0.0485%
SemGroup Corp,SEMG,0.0484%
Hilltop Holdings Inc,HTH,0.0481%
American Axle & Manufacturing Holdings Inc,AXL,0.0481%
Insmed Inc,INSM,0.0481%
Chicago Bridge & Iron Company NV,CBI,0.0479%
Ebix Inc,EBIX,0.0478%
Werner Enterprises Inc,WERN,0.0477%
NxStage Medical Inc,NXTM,0.0476%
Stepan Co,SCL,0.0473%
Pinnacle Entertainment Inc,PNK,0.0473%
Kaiser Aluminum Corp,KALU,0.047%
Morningstar Inc,MORN,0.0469%
Capitol Federal Financial Inc,CFFN,0.0469%
Monro Inc,MNRO,0.0468%
Boston Beer Company Inc,SAM,0.0466%
EnPro Industries Inc,NPO,0.0464%
Artisan Partners Asset Management Inc,APAM,0.0463%
Brinker International Inc,EAT,0.0462%
Rite Aid Corp,RAD,0.0462%
Infinera Corp,INFN,0.0462%
Abaxis Inc,ABAX,0.0462%
Franklin Electric Co Inc,FELE,0.0461%
Northwest Natural Gas Co,NWN,0.046%
AnaptysBio Inc,ANAB,0.0459%
PRA Group Inc,PRAA,0.0459%
Tronox Ltd,TROX,0.0459%
C&J Energy Services Inc,CJ,0.0459%
Pattern Energy Group Inc,PEGI,0.0458%
Tivity Health Inc,TVTY,0.0458%
First Financial Bancorp,FFBC,0.0457%
Abercrombie & Fitch Co,ANF,0.0457%
Ambarella Inc,AMBA,0.0457%
Virtu Financial Inc,VIRT,0.0457%
Gulfport Energy Corp,GPOR,0.0456%
Navistar International Corp,NAV,0.0456%
VICI Properties Inc,VICI,0.0455%
Alexander & Baldwin Inc,ALEX,0.0455%
Spectrum Pharmaceuticals Inc,SPPI,0.0454%
Triton International Ltd,TRTN,0.0453%
Ubiquiti Networks Inc,UBNT,0.0453%
World Fuel Services Corp,INT,0.0453%
Conmed Corp,CNMD,0.0453%
TiVo Corp,TIVO,0.0453%
Cubic Corp,CUB,0.0452%
Rush Enterprises Inc,RUSHA,0.0451%
Herc Holdings Inc,HRI,0.0449%
Synaptics Inc,SYNA,0.0447%
First Hawaiian Inc,FHB,0.0447%
Forward Air Corp,FWRD,0.0446%
Sun Hydraulics Corp,SNHY,0.0445%
Matthews International Corp,MATW,0.0444%
Waddell & Reed Financial Inc,WDR,0.0444%
Rowan Companies PLC,RDC,0.0443%
HNI Corp,HNI,0.0442%
Atlas Air Worldwide Holdings Inc,AAWW,0.0441%
Colony Northstar Credit Real Estate Inc,CLNC,0.0441%
Provident Financial Services Inc,PFS,0.0438%
La Quinta Holdings Inc,LQ,0.0436%
Chesapeake Lodging Trust,CHSP,0.0435%
Paylocity Holding Corp,PCTY,0.0434%
Coeur Mining Inc,CDE,0.0434%
Benchmark Electronics Inc,BHE,0.0433%
Northwest Bancshares Inc,NWBI,0.0433%
Boise Cascade Co,BCC,0.0433%
Novocure Ltd,NVCR,0.0432%
QTS Realty Trust Inc,QTS,0.0431%
Comfort Systems USA Inc,FIX,0.043%
RH,RH,0.043%
DSW Inc,DSW,0.043%
Interface Inc,TILE,0.043%
Macquarie Infrastructure Corp,MIC,0.043%
Penske Automotive Group Inc,PAG,0.0429%
Kraton Corp,KRA,0.0429%
Bottomline Technologies (DE) Inc,EPAY,0.0428%
CSG Systems International Inc,CSGS,0.0428%
Walker & Dunlop Inc,WD,0.0427%
Impax Laboratories Inc,IPXL,0.0426%
G-III Apparel Group Ltd,GIII,0.0425%
Okta Inc,OKTA,0.0425%
Oil States International Inc,OIS,0.0424%
Quidel Corp,QDEL,0.0424%
Hecla Mining Co,HL,0.0424%
Aaon Inc,AAON,0.0422%
Rambus Inc,RMBS,0.042%
Imperva Inc,IMPV,0.042%
Genworth Financial Inc,GNW,0.042%
Cotiviti Holdings Inc,COTV,0.0418%
Cooper Tire & Rubber Co,CTB,0.0416%
LTC Properties Inc,LTC,0.0415%
ESCO Technologies Inc,ESE,0.0415%
MRC Global Inc,MRC,0.0414%
Trade Desk Inc,TTD,0.0414%
Mueller Industries Inc,MLI,0.0413%
FGL Holdings,FG,0.0412%
NBT Bancorp Inc,NBTB,0.0412%
TTM Technologies Inc,TTMI,0.0412%
National General Holdings Corp,NGHC,0.0412%
Greenbrier Companies Inc,GBX,0.0411%
Superior Energy Services Inc,SPN,0.041%
General Cable Corp,BGC,0.041%
Berkshire Hills Bancorp Inc,BHLB,0.041%
HMS Holdings Corp,HMSY,0.0408%
MaxLinear Inc,MXL,0.0408%
Westamerica Bancorp,WABC,0.0408%
Methode Electronics Inc,MEI,0.0407%
AAR Corp,AIR,0.0406%
Papa John's International Inc,PZZA,0.0406%
Navigators Group Inc,NAVG,0.0405%
Milacron Holdings Corp,MCRN,0.0405%
Wingstop Inc,WING,0.0404%
AK Steel Holding Corp,AKS,0.0403%
Laredo Petroleum Inc,LPI,0.0402%
ManTech International Corp,MANT,0.04%
Editas Medicine Inc,EDIT,0.0399%
World Wrestling Entertainment Inc,WWE,0.0397%
Varex Imaging Corp,VREX,0.0397%
GameStop Corp,GME,0.0396%
Altra Industrial Motion Corp,AIMC,0.0394%
Lions Gate Entertainment Corp,LGF.A,0.0394%
Radius Health Inc,RDUS,0.0393%
Park National Corp,PRK,0.0392%
Actuant Corp,ATU,0.0391%
La-Z-Boy Inc,LZB,0.039%
Houlihan Lokey Inc,HLI,0.0389%
Asbury Automotive Group Inc,ABG,0.0389%
First Commonwealth Financial Corp,FCF,0.0388%
LendingClub Corp,LC,0.0388%
AmTrust Financial Services Inc,AFSI,0.0386%
Mallinckrodt Plc,MNK,0.0386%
Central Garden & Pet Co,CENTA,0.0385%
Hub Group Inc,HUBG,0.0385%
Fresh Del Monte Produce Inc,FDP,0.0384%
MSG Networks Inc,MSGN,0.0383%
Mack-Cali Realty Corp,CLI,0.0382%
Hostess Brands Inc,TWNK,0.0382%
Sleep Number Corp,SNBR,0.0382%
Ensign Group Inc,ENSG,0.0382%
S&T Bancorp Inc,STBA,0.0382%
Air Transport Services Group Inc,ATSG,0.038%
ACCO Brands Corp,ACCO,0.0375%
Government Properties Income Trust,GOV,0.0375%
SPX Corp,SPXC,0.0373%
Group 1 Automotive Inc,GPI,0.0373%
Cal-Maine Foods Inc,CALM,0.0373%
Greif Inc,GEF,0.0372%
Third Point Reinsurance Ltd,TPRE,0.0372%
Brookdale Senior Living Inc,BKD,0.0371%
Badger Meter Inc,BMI,0.0369%
Caleres Inc,CAL,0.0367%
Advanced Disposal Services Inc,ADSW,0.0365%
MDC Holdings Inc,MDC,0.0365%
H&E Equipment Services Inc,HEES,0.0363%
Extraction Oil & Gas Inc,XOG,0.036%
Oxford Industries Inc,OXM,0.036%
Cannae Holdings Inc,CNNE,0.036%
MicroStrategy Inc,MSTR,0.0359%
Mercury General Corp,MCY,0.0359%
Pacira Pharmaceuticals Inc,PCRX,0.0358%
3D Systems Corp,DDD,0.0358%
Boston Private Financial Holdings Inc,BPFH,0.0356%
Electronics for Imaging Inc,EFII,0.0356%
Infinity Property and Casualty Corp,IPCC,0.0355%
Apogee Enterprises Inc,APOG,0.0354%
Insight Enterprises Inc,NSIT,0.0353%
Innoviva Inc,INVA,0.0353%
Momenta Pharmaceuticals Inc,MNTA,0.0353%
Avon Products Inc,AVP,0.0353%
Blackline Inc,BL,0.0353%
Raven Industries Inc,RAVN,0.0353%
McGrath RentCorp,MGRC,0.0352%
Diodes Inc,DIOD,0.0352%
American Assets Trust Inc,AAT,0.0352%
Aimmune Therapeutics Inc,AIMT,0.0352%
Gentherm Inc,THRM,0.0351%
Pandora Media Inc,P,0.0351%
Employers Holdings Inc,EIG,0.0351%
First Bancorp,FBP,0.0347%
Standex International Corp,SXI,0.0347%
Sykes Enterprises Inc,SYKE,0.0346%
Union Bankshares Corp,UBSH,0.0342%
RPC Inc,RES,0.0341%
Triumph Group Inc,TGI,0.0341%
Ladder Capital Corp,LADR,0.034%
Carrizo Oil & Gas Inc,CRZO,0.034%
First Interstate BancSystem Inc,FIBK,0.034%
OSI Systems Inc,OSIS,0.0339%
Schweitzer-Mauduit International Inc,SWM,0.0339%
Washington Prime Group Inc,WPG,0.0339%
Guess? Inc,GES,0.0338%
Select Income Reit,SIR,0.0337%
Brookline Bancorp Inc,BRKL,0.0336%
Redwood Trust Inc,RWT,0.0336%
Universal Corp,UVV,0.0336%
Alarm.com Holdings Inc,ALRM,0.0335%
LongFin Corp,LFIN,0.0335%
A Schulman Inc,SHLM,0.0334%
Inphi Corp,IPHI,0.0334%
Piper Jaffray Companies,PJC,0.0333%
Entercom Communications Corp,ETM,0.0333%
Strayer Education Inc,STRA,0.0332%
Cardtronics PLC,CATM,0.0332%
Chico's FAS Inc,CHS,0.0331%
Tennant Co,TNC,0.0331%
Astec Industries Inc,ASTE,0.033%
Tailored Brands Inc,TLRD,0.033%
Analogic Corp,ALOG,0.033%
Matson Inc,MATX,0.033%
TriMas Corp,TRS,0.0328%
Wabash National Corp,WNC,0.0328%
Dine Brands Global Inc,DIN,0.0327%
Knowles Corp,KN,0.0326%
Intrexon Corp,XON,0.0324%
Encore Capital Group Inc,ECPG,0.032%
NRG Yield Inc,NYLD,0.032%
Global Net Lease Inc,GNL,0.032%
Gannett Co Inc,GCI,0.032%
OPKO Health Inc,OPK,0.0319%
Encore Wire Corp,WIRE,0.0319%
Aircastle Ltd,AYR,0.0318%
NOW Inc,DNOW,0.0317%
Xperi Corp,XPER,0.0316%
State Bank Financial Corp,STBZ,0.0315%
AZZ Inc,AZZ,0.0314%
Denbury Resources Inc,DNR,0.0314%
Safety Insurance Group Inc,SAFT,0.0312%
Theravance Biopharma Inc,TBPH,0.0311%
Acorda Therapeutics Inc,ACOR,0.031%
Tompkins Financial Corp,TMP,0.0309%
Quotient Technology Inc,QUOT,0.0307%
Chegg Inc,CHGG,0.0307%
TrueBlue Inc,TBI,0.0304%
Office Depot Inc,ODP,0.0303%
Diplomat Pharmacy Inc,DPLO,0.0303%
Intercept Pharmaceuticals Inc,ICPT,0.0303%
Modine Manufacturing Co,MOD,0.0303%
City Holding Co,CHCO,0.0302%
WisdomTree Investments Inc,WETF,0.0302%
Beneficial Bancorp Inc,BNCL,0.0301%
Blucora Inc,BCOR,0.03%
USANA Health Sciences Inc,USNA,0.0299%
ProPetro Holding Corp,PUMP,0.0299%
CareTrust REIT Inc,CTRE,0.0298%
Materion Corp,MTRN,0.0297%
Continental Building Products Inc,CBPX,0.0297%
PennyMac Mortgage Investment Trust,PMT,0.0296%
Crocs Inc,CROX,0.0294%
Primoris Services Corp,PRIM,0.0294%
Unit Corp,UNT,0.0293%
LHC Group Inc,LHCG,0.0293%
CYS Investments Inc,CYS,0.0292%
FARO Technologies Inc,FARO,0.0291%
National Beverage Corp,FIZZ,0.0291%
Orthofix International NV,OFIX,0.029%
Immunomedics Inc,IMMU,0.0289%
Rayonier Advanced Materials Inc,RYAM,0.0289%
Hertz Global Holdings Inc,AZK,0.0288%
Redfin Corp,RDFN,0.0288%
Capella Education Co,CPLA,0.0288%
FormFactor Inc,FORM,0.0288%
Dillard's Inc,DDS,0.0287%
AeroVironment Inc,AVAV,0.0287%
GMS Inc,GMS,0.0287%
Steelcase Inc,SCS,0.0286%
Amkor Technology Inc,AMKR,0.0285%
Hortonworks Inc,HDP,0.0285%
International Speedway Corp,ISCA,0.0285%
Noble Corporation PLC,NE,0.0283%
Evoqua Water Technologies Corp,AQUA,0.0283%
Monotype Imaging Holdings Inc,TYPE,0.0283%
Diebold Nixdorf Inc,DBD,0.0282%
Diamond Offshore Drilling Inc,DO,0.028%
Evertec Inc,EVTC,0.0278%
Exterran Corp,EXTN,0.0277%
Epizyme Inc,EPZM,0.0277%
GTT Communications Inc,GTT,0.0276%
Intra-Cellular Therapies Inc,ITCI,0.0275%
Iridium Communications Inc,IRDM,0.0275%
Vista Outdoor Inc,VSTO,0.0275%
ARMOUR Residential REIT Inc,ARR,0.0274%
United Fire Group Inc,UFCS,0.0273%
Axon Enterprise Inc,AAXN,0.0273%
Belmond Ltd,BEL,0.0272%
MTS Systems Corp,MTSC,0.0271%
Alta Mesa Resources Inc,AMR,0.027%
Lindsay Corp,LNN,0.0267%
Owens & Minor Inc,OMI,0.0267%
Party City Holdco Inc,PRTY,0.0266%
Kearny Financial Corp,KRNY,0.0266%
Forum Energy Technologies Inc,FET,0.0266%
Sangamo Therapeutics Inc,SGMO,0.0265%
Fitbit Inc,FIT,0.0265%
National Bank Holdings Corp,NBHC,0.0265%
Core-Mark Holding Company Inc,CORE,0.0264%
Knoll Inc,KNL,0.0264%
Scholastic Corp,SCHL,0.0263%
Acacia Communications Inc,ACIA,0.0262%
Seritage Growth Properties,SRG,0.0262%
P H Glatfelter Co,GLT,0.026%
Ramco-Gershenson Properties Trust,RPT,0.0259%
BancFirst Corp,BANF,0.0258%
Evolent Health Inc,EVH,0.0258%
Sonic Corp,SONC,0.0258%
Navigant Consulting Inc,NCI,0.0257%
Manitowoc Company Inc,MTW,0.0257%
TPG RE Finance Trust Inc,TRTX,0.0257%
New Media Investment Group Inc,NEWM,0.0255%
Luminex Corp,LMNX,0.0255%
Pacific Premier Bancorp Inc,PPBI,0.0255%
Glaukos Corp,GKOS,0.0254%
Esperion Therapeutics Inc,ESPR,0.0253%
BJ's Restaurants Inc,BJRI,0.0252%
American National Insurance Co,ANAT,0.0252%
Corcept Therapeutics Inc,CORT,0.025%
J C Penney Company Inc,JCP,0.025%
Briggs & Stratton Corp,BGG,0.025%
Heartland Express Inc,HTLD,0.0249%
Koppers Holdings Inc,KOP,0.0249%
Syntel Inc,SYNT,0.0248%
Warrior Met Coal Inc,HCC,0.0246%
Web.com Group Inc,WEB,0.0246%
Schnitzer Steel Industries Inc,SCHN,0.0246%
Kelly Services Inc,KELYA,0.0246%
Rapid7 Inc,RPD,0.0246%
Shutterstock Inc,SSTK,0.0245%
ScanSource Inc,SCSC,0.0245%
NIC Inc,EGOV,0.0244%
Helix Energy Solutions Group Inc,HLX,0.0244%
Veeco Instruments Inc,VECO,0.0244%
Advanced Drainage Systems Inc,WMS,0.0244%
AVX Corp,AVX,0.0243%
Andersons Inc,ANDE,0.0243%
Cray Inc,CRAY,0.0243%
Cohen & Steers Inc,CNS,0.0242%
ANGI Homeservices Inc,ANGI,0.0242%
Tutor Perini Corp,TPC,0.0241%
Franklin Street Properties Corp,FSP,0.0241%
National Vision Holdings Inc,EYE,0.0239%
ArcBest Corp,ARCB,0.0238%
Inter Parfums Inc,IPAR,0.0237%
Virtus Investment Partners Inc,VRTS,0.0237%
TFS Financial Corp,TFSL,0.0237%
Coca-Cola Bottling Co Consolidated,COKE,0.0235%
MTGE Investment Corp,MTGE,0.0235%
LivePerson Inc,LPSN,0.0235%
Ultra Petroleum Corp,UPL,0.0234%
Americold Realty Trust,COLD,0.0233%
Sturm Ruger & Company Inc,RGR,0.0233%
Quad/Graphics Inc,QUAD,0.0233%
SEACOR Holdings Inc,CKH,0.0232%
Capstead Mortgage Corp,CMO,0.0232%
MACOM Technology Solutions Holdings Inc,MTSI,0.0231%
Century Aluminum Co,CENX,0.0231%
Huron Consulting Group Inc,HURN,0.0231%
Kindred Healthcare Inc,KND,0.0231%
CEVA Inc,CEVA,0.023%
Cadence Bancorp,CADE,0.023%
MBIA Inc,MBI,0.0229%
Central Pacific Financial Corp,CPF,0.0228%
SeaWorld Entertainment Inc,SEAS,0.0226%
Consolidated Communications Holdings Inc,CNSL,0.0225%
Phibro Animal Health Corp,PAHC,0.0225%
Alteryx Inc,AYX,0.0225%
Acushnet Holdings Corp,GOLF,0.0224%
Omnicell Inc,OMCL,0.0222%
InfraREIT Inc,HIFR,0.022%
Atkore International Group Inc,ATKR,0.022%
Dean Foods Co,DF,0.0219%
Houghton Mifflin Harcourt Co,HMHC,0.0219%
Liberty Tripadvisor Holdings Inc,LTRPA,0.0219%
Getty Realty Corp,GTY,0.0218%
Acceleron Pharma Inc,XLRN,0.0218%
ADTRAN Inc,ADTN,0.0217%
Gates Industrial Corporation PLC,GTES,0.0217%
AMC Entertainment Holdings Inc,AMC,0.0216%
Innophos Holdings Inc,IPHS,0.0216%
Alder Biopharmaceuticals Inc,ALDR,0.0212%
CONSOL Energy Inc,CEIX,0.0212%
American Woodmark Corp,AMWD,0.0211%
Genesco Inc,GCO,0.0211%
Shake Shack Inc,SHAK,0.0211%
Sunrun Inc,RUN,0.021%
Liberty Media Corp,FWONA,0.0209%
Quality Systems Inc,QSII,0.0208%
Thermon Group Holdings Inc,THR,0.0208%
TerraForm Power Inc,TERP,0.0207%
Universal Health Realty Income Trust,UHT,0.0207%
Alexander's Inc,ALX,0.0206%
Cactus Inc,WHD,0.0206%
Flagstar Bancorp Inc,FBC,0.0205%
Granite Point Mortgage Trust Inc,GPMT,0.0204%
CIRCOR International Inc,CIR,0.0204%
CBL & Associates Properties Inc,CBL,0.0204%
Fairmount Santrol Holdings Inc,FMSA,0.0202%
Keane Group Inc,FRAC,0.0202%
St. Joe Co,JOE,0.0201%
Repligen Corp,RGEN,0.02%
Nelnet Inc,NNI,0.0198%
Newpark Resources Inc,NR,0.0197%
Laureate Education Inc,LAUR,0.0197%
AMAG Pharmaceuticals Inc,AMAG,0.0197%
Summit Hotel Properties Inc,INN,0.0196%
FBL Financial Group Inc,FFG,0.0196%
Super Micro Computer Inc,SMCI,0.0196%
Griffon Corp,GFF,0.0195%
Aegion Corp,AEGN,0.0195%
Lumber Liquidators Holdings Inc,LL,0.0194%
MyoKardia Inc,MYOK,0.0194%
E. W. Scripps Co,SSP,0.0194%
Lattice Semiconductor Corp,LSCC,0.0192%
Hersha Hospitality Trust,HT,0.0191%
iStar Inc,STAR,0.0189%
TrueCar Inc,TRUE,0.0188%
Jagged Peak Energy Inc,JAG,0.0188%
Archrock Inc,AROC,0.0187%
PTC Therapeutics Inc,PTCT,0.0186%
Virtusa Corp,VRTU,0.0185%
Ambac Financial Group Inc,AMBC,0.0185%
Pennsylvania Real Estate Investment Trust,PEI,0.0184%
Northfield Bancorp Inc,NFBK,0.0183%
Inovalon Holdings Inc,INOV,0.0182%
HealthStream Inc,HSTM,0.0182%
Kforce Inc,KFRC,0.0181%
ATN International Inc,ATNI,0.018%
CommerceHub Inc,CHUBK,0.018%
Saul Centers Inc,BFS,0.0179%
Installed Building Products Inc,IBP,0.0179%
Foundation Medicine Inc,FMI,0.0178%
Investors Real Estate Trust,IRET,0.0177%
Intellia Therapeutics Inc,NTLA,0.0177%
Buckle Inc,BKE,0.0177%
Meridian Bioscience Inc,VIVO,0.0177%
Hyster-Yale Materials Handling Inc,HY,0.0176%
Quanex Building Products Corp,NX,0.0175%
Marcus & Millichap Inc,MMI,0.0175%
Gorman-Rupp Co,GRC,0.0174%
Clearwater Paper Corp,CLW,0.0174%
New Senior Investment Group Inc,SNR,0.0174%
RR Donnelley & Sons Co,RRD,0.0173%
Genomic Health Inc,GHDX,0.0172%
Investment Technology Group Inc,ITG,0.0171%
Oritani Financial Corp,ORIT,0.0171%
REV Group Inc,REVG,0.0171%
Independent Bank Group Inc,IBTX,0.017%
Roku Inc,ROKU,0.0169%
Ashford Hospitality Trust Inc,AHT,0.0168%
Yext Inc,YEXT,0.0168%
National Western Life Group Inc,NWLI,0.0166%
Supervalu Inc,SVU,0.0165%
National Healthcare Corp,NHC,0.0165%
K12 Inc,LRN,0.0165%
Urstadt Biddle Properties Inc,UBA,0.0164%
NRG Yield Inc,NYLD.A,0.0164%
Donnelley Financial Solutions Inc,DFIN,0.0164%
Cincinnati Bell Inc,CBB,0.0163%
LSC Communications Inc,LKSD,0.0163%
Tellurian Inc,TELL,0.0163%
Invacare Corp,IVC,0.0162%
American Vanguard Corp,AVD,0.0161%
Ethan Allen Interiors Inc,ETH,0.016%
Switch Inc,SWCH,0.016%
FTS International Inc,FTSI,0.016%
Express Inc,EXPR,0.0159%
Wesco Aircraft Holdings Inc,WAIR,0.0159%
Fossil Group Inc,FOSL,0.0158%
Loral Space & Communications Inc,LORL,0.0158%
Frontier Communications Corp,FTR,0.0157%
Lannett Company Inc,LCI,0.0156%
SailPoint Technologies Holdings Inc,SAIL,0.0155%
American Outdoor Brands Corp,AOBC,0.0155%
TimkenSteel Corp,TMST,0.0155%
Nationstar Mortgage Holdings Inc,NSM,0.0154%
CVR Energy Inc,CVI,0.0154%
United States Cellular Corp,USM,0.0154%
Tredegar Corp,TG,0.0154%
Natus Medical Inc,BABY,0.0153%
Unisys Corp,UIS,0.0153%
Dime Community Bancshares Inc,DCOM,0.0152%
Altair Engineering Inc,ALTR,0.0151%
Regis Corp,RGS,0.0151%
Cash Component,CASH,0.015%
Kronos Worldwide Inc,KRO,0.0149%
GoPro Inc,GPRO,0.0147%
Benefitfocus Inc,BNFT,0.0146%
Achillion Pharmaceuticals Inc,ACHN,0.0145%
Gogo Inc,GOGO,0.0144%
AG Mortgage Investment Trust Inc,MITT,0.0143%
RPX Corp,RPXC,0.0143%
Movado Group Inc,MOV,0.0142%
State Auto Financial Corp,STFC,0.0142%
Emerald Expositions Events Inc,EEX,0.0141%
CorVel Corp,CRVL,0.0141%
Resolute Forest Products Inc,RFP,0.0141%
SunPower Corp,SPWR,0.0141%
Presidio Inc,PSDO,0.014%
